"85","United States","my full-time job","my hobby","volunteer in the community for free","","","","","","Other - Write In","","give back","","Daily","Neutral","Important","Not at all important","Important","Important","Not at all important","","","","","","","","","","","","","","Very important","","","","","","","","","","","","","","","","","","","Very important","Important","Less important","Less important","Less important","Less important","","","","","","","","","","","","","","","","Not at all important","Not at all challenging","Not at all helpful","Neutral","","Man","","n.	Western Europe"
"86","Germany","","my hobby","volunteer in the community for free","","","","","","","","","","Monthly","Less important","Very important","Not at all important","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Important","Important","Less important","Less important","","","","","","","","","","","","","","","Lack of proper documentation and infrequent response from maintainers","Maintainers were unable to reach out for extended periods of time","Not at all important","Less challenging","Neutral","Not at all important","De-stigmatize programming as a male dominated profession","Man","","n.	Western Europe"
"87","Spain","","","volunteer in the community for free","","","","","","","","","","Monthly","Very important","Very important","Important","Very important","Very important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Not at all important","Very important","Very important","Not at all important","Very important","Not at all important","","","","","","","","","","","","","","The project doesn't seem to need new features or to have bugs","Yes, because I stopped using the technologies related to the project in the same way","Not at all important","Challenging","Less helpful","Not at all important","Giving more visibility and fighting against bad behaviors by other men","Man","","n.	Western Europe"
"88","United States","","","","learn something new","","help get a job","","","","","","","Monthly","Important","Important","Not at all important","Important","Important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Very important","Important","Important","Less important","","","","","","","","","","","","","","Environment setup issues Lock in from various vendors like Google, Microsoft,  Amazon, Facebook etc who dominate certain oss projects for namesake with hidden vested interests of their own ","Yes when it takes too long to get PRs out and merged ","Important","Less challenging","Helpful","Less important","Don't see why Github has anything to do with women's participation. In general, low participation to oss from women's may be related to they being minority in the whole bro cultured software world. ","Prefer not to disclose","","d.	Northern America"
"89","Luxembourg","","","volunteer in the community for free","learn something new","","","","","","","","","Monthly","Very important","Very important","Important","Very important","Important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Neutral","Very important","Very important","Important","Less important","","","","","","","","","","","","","","","","Neutral","Neutral","Helpful","Not at all important","","Woman","","k.	Eastern Europe"
"90","Algeria","","","volunteer in the community for free","learn something new","","","","","","","","","Weekly","Important","Important","Neutral","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Neutral","Neutral","Important","Important","Important","","","","","","","","","","","","","","","","Neutral","Neutral","Helpful","Neutral","I don't think the a difference between what encourage women's and men's participation","Man","","a.	Northern Africa"
"91","Spain","","my hobby","volunteer in the community for free","learn something new","","","","","","","","","Weekly","Important","Important","Less important","Important","Important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Neutral","Neutral","Important","Important","Less important","","","","","","","","","","","","","","","","Not at all important","Challenging","Helpful","Not at all important","","Man","","m.	Southern Europe"
"92","Egypt","my full-time job","my hobby","volunteer in the community for free","learn something new","","help get a job","meet new people","","","","","","Monthly","Important","Neutral","Important","Important","Important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Very important","Important","Very important","Very important","Neutral","","","","","","","","","","","","","","","","Neutral","Challenging","Very helpful","Not at all important","","Man","","a.	Northern Africa"
"93","Mexico","my full-time job","","volunteer in the community for free","learn something new","","","","","","","","","Monthly","Very important","Very important","Very important","Very important","Very important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Very important","Very important","Very important","","","","","","","","","","","","","","","","","Less important","Neutral","Neutral","Not at all important","","Man","","c.	Latin America and the Caribbean"
"94","United States","","my hobby","volunteer in the community for free","learn something new","","help get a job","meet new people","","Other - Write In","","Fun","","Monthly","Important","Neutral","Less important","Very important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Very important","Very important","Very important","Important","Less important","","","","","","","","","","","","","","The maintainer just stopped reviewing PRs and abandoned the project.","The maintainer stopped responding to contributions.","Not at all important","Challenging","Less helpful","Not at all important","Promoting use of and enforcement of code of conduct ","Man","","d.	Northern America"
"95","Egypt","","my hobby","volunteer in the community for free","learn something new","","help get a job","","","","","","","Monthly","Less important","Important","Not at all important","Very important","Very important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","","Important","Important","Very important","Not at all important","","","","","","","","","","","","","","The first contact is always the hardest, I mean the totally new newbies always find it intimidating to find and join their first project.","","Neutral","Neutral","Neutral","Not at all important","","Man","","a.	Northern Africa"
"96","China","","my hobby","volunteer in the community for free","learn something new","","","meet new people","","","","","","Monthly","Important","Neutral","Neutral","Neutral","Neutral","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Very important","Neutral","Very important","Very important","Neutral","","","","","","","","","","","","","","I am currently live in China, I cannot access the Github/Gitlab smoothly sometimes. ","I haven't decided to leave. ","Neutral","Neutral","Neutral","Neutral","I guess you need help more women go to colleges and learn STEM, and make sure they will not be rejected from some professional jobs in the STEM field after graduation. ","Woman","","g.	Eastern Asia"
"97","Australia","","my hobby","","","","","","","","","","","Monthly","Less important","Very important","Less important","Neutral","Important","Neutral","","","","","","","","","","","","","","","","","","","","","Very important","","","","","","","","","","","","Less important","Neutral","Very important","Important","Neutral","Neutral","","","","","","","","","","","","","","All the tasks that needed to be done or contributed to were really complex, way beyond a starting knowledge.","","Less important","Less challenging","Helpful","Not at all important","I think having a better outreach program and being less male-dominated in terms of project contributions would encourage and support women to participate in open source projects.","Man","","o.	Australia and New Zealand"
"98","Germany","my full-time job","my hobby","","learn something new","","","","","","","","","Monthly","Very important","Important","Less important","Important","Neutral","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Neutral","Very important","Very important","Very important","Not at all important","","","","","","","","","","","","","","This project was one of the projects that was maintained by the company that I use to work for. My contribution there was very small, as we did not use it a lot.  But I guess this is a good example of the not very well documented project. this is the main obstacle for me when I would like to get involved in some project - not very clear README, missing documentation regarding code discipline for a particular project, not clear rules on how to get involved. That would be for me the main blocker.","I don't contribute to this project anymore, in general, I think I pushed 1 or 2 things there, so it's one of the projects that I really don't fell that I am involved in. The main reason for that is that I don't work for the company in which GitHub organization this project is living and I don't use it for any other project.  So this is the project that has a really low priority for me. In my free time, I prefer to invest my time in other open-source projects. ","Important","Less challenging","Helpful","Not at all important","Of course. This is still a huge gap in the industry in general. I would love to collaborate with more women working together on the open-source projects. ( although, sometimes I don't really know the gender of the people that are involved in the project). But this might be reflection of the status of the industry in general, in my opinion. It doesn't necessarily mean that women are not involved in open-source. It might just mean that there is not many women that are present in the tech scene.","Woman","","k.	Eastern Europe"
"99","Denmark","my full-time job","","","","","","","","","","","","Monthly","Neutral","Neutral","Neutral","Neutral","Neutral","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","","","","","","Neutral","Neutral","Neutral","Neutral","Neutral","Very important","","","","","","","","","","","","","","","","Not at all important","Neutral","Neutral","Not at all important","I don't know. I'm not even sure if there is any resistance from women engineers to participate in open source. I believe open source participation is a gender-agnostic activity. If there is a lack of women participating in open source projects, have you considered it might be because there are fewer female engineers than male ones? Having said that, maybe the solution is to get more female engineers in general. However, I really don't know the statistics in this regard. Maybe I'm biased but what I see in my day-to-day work is that we embrace contributions from anyone, no matter the gender, whether someone prefers indentation with tabs or spaces, etc. I perceive the larger IT engineering community to be very welcoming to everyone.","Man","","l.	Northern Europe"
"100","Poland","my full-time job","","","learn something new","","help get a job","","get paid","","","","","Monthly","Important","Important","Important","Neutral","Neutral","Neutral","","","","","","Very important","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Important","Important","Important","Very important","","","","","","","","","","","","","","Another projects came in the course of my paid full time job.","Yes another full time paid projects  came ","Neutral","Neutral","Helpful","Neutral","","Man","","k.	Eastern Europe"
"101","Brazil","","","volunteer in the community for free","","","","","","","","","","Monthly","Neutral","Important","Neutral","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Neutral","Important","Important","Neutral","","","","","","","","","","","","","","","yes, it is no longer interesting for me and I distanced myself from the people who contributed with me","Neutral","Less challenging","Helpful","Important","more welcoming in projects, a well-defined code of conduct to make them feel more comfortable","Woman","","c.	Latin America and the Caribbean"
"102","Switzerland","","my hobby","","learn something new","","help get a job","","","","","","","Monthly","Neutral","Important","Not at all important","Important","Important","Not at all important","","","","","","","","","Important","","","","","","","","","","","","","","","","","","","","","","","","Important","Less important","Neutral","Very important","Important","Not at all important","","","","","","","","","","","","","","No time, because I have a full time job.","","Not at all important","Not at all challenging","Neutral","Not at all important","","Man","","n.	Western Europe"
"103","Brazil","","","","","","","","","Other - Write In","","implement a feature I needed for my internship at the time","","Monthly","Important","Important","Not at all important","Neutral","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","","Neutral","","","","","","","","","","","Difficulties/lack of time to understand issues, how to build the project and the code itself.","Generally for the same reasons listed in the last answer. For this project specifically, I implemented the feature I needed and did not find the need to contribute to it again.","Not at all important","Neutral","Helpful","Neutral","General actions to encourage women to learn about software development in general. Specially things like events (tutorials, talks, etc) showing the basic steps to contribute to a project on GitHub (issues, pull requests, etc)","Man","","c.	Latin America and the Caribbean"
"104","India","","my hobby","volunteer in the community for free","learn something new","","","","","","","","","Monthly","Not at all important","Important","Neutral","Neutral","Neutral","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Neutral","Important","Important","Important","Not at all important","","","","","","","","","","","","","","","","Not at all important","Challenging","Very helpful","Not at all important","","Man","","i.	Southern Asia"
"105","United States","","my hobby","volunteer in the community for free","learn something new","","","","","","","","","Weekly","Very important","Very important","Not at all important","Very important","Very important","Not at all important","","","","","","","","","","","","","","","","","","","","Very important","","","","","","","","","","","","","Very important","Not at all important","Very important","Neutral","Neutral","","","","","","","","","","","","","","","Yes: - Authors and maintainers that lost interest and are not willing to help. - Code being poorly organized. - Authors that only care about the system working for them. - Authors that just created something that someone else made before.","Same as above.","Not at all important","Challenging","Not at all helpful","Not at all important","I don not understand if there is an obstacle at the moment and what that may be.","Prefer not to disclose","","Prefer not to disclose"
"106","Brazil","","my hobby","volunteer in the community for free","","","","","","","","","","Monthly","Important","Important","Not at all important","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Neutral","Very important","Neutral","Neutral","Less important","","","","","","","","","","","","","","","Speaking of python_leaners_glossary in particular, I stopped contributing to it both because it seemed like the project wasn't going anywhere and due to a change of heart: the glossary was encompassing too wide a range of terms that I feel made it tedious to read for a beginner. As for other projects I usually stop contributing when I don't think there's anything more I can do (or bother to do depending on how time-consuming it would be to understand the entire codebase) or when I lose interest due to external factors.","Neutral","Not at all challenging","Neutral","Not at all important","I do not believe anyone is preventing women from contributing to projects on GitHub. Perhaps seeing more women being active contributors to some projects would inspire others to do the same, but at the end of the day I feel like anyone, regardless of their gender, can create a pull request or start a project of their own should they feel like it.","Man","","c.	Latin America and the Caribbean"
"107","Australia","my full-time job","my hobby","volunteer in the community for free","learn something new","","","","","","","","","Hourly","Important","Very important","Less important","Neutral","Important","Important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Neutral","Important","Neutral","Very important","","","","","","","","","","","","","","Lay off","Lay off","Important","Neutral","Less helpful","Not at all important","","Man","","o.	Australia and New Zealand"
"108","China","","my hobby","","","","help get a job","","","","","","","Weekly","Important","Very important","Important","Very important","Neutral","Important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Very important","Neutral","Important","Important","Less important","","","","","","","","","","","","","","","","Less important","Challenging","Helpful","Important","","Man","","g.	Eastern Asia"
"109","Thailand","my full-time job","my hobby","volunteer in the community for free","","","","","","","","","","Weekly","Neutral","Very important","Not at all important","Very important","Very important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Neutral","Important","Very important","Very important","Not at all important","","","","","","","","","","","","","","As long as the contributing is helpingful for people and I have time to maintain them.","The owner of project is not welcoming others to contribute the code to the project.","Not at all important","Less challenging","Less helpful","Not at all important","It is naturally that women are less interesting in technologies than men. I don't see any barrier to prevent women to participating in Github. We just need show them that technologies are not scary or something too complicate for women.","Man","","h.	South-eastern Asia"
"110","Germany","my full-time job","my hobby","volunteer in the community for free","","","","","","","","","","Monthly","Not at all important","Very important","Important","Important","Neutral","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Very important","Very important","Very important","Very important","Very important","","","","","","","","","","","","","","","Lack of a proper roadmap.","Not at all important","Not at all challenging","Neutral","Not at all important","","Man","","n.	Western Europe"
"111","Spain","my full-time job","","volunteer in the community for free","","","","","","","","","","Weekly","Important","Important","Neutral","Neutral","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Neutral","Important","Important","Important","","","","","","","","","","","","","","","","Not at all important","Not at all challenging","Helpful","Not at all important","","Man","","n.	Western Europe"
"112","Germany","my full-time job","my hobby","","learn something new","","","","get paid","","","","","Weekly","Important","Very important","Important","Important","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Neutral","Less important","Neutral","Less important","","","","","","","","","","","","","","Lack of free time and funding","Not really, at times I would like to contribute more but it comes down to a lack of funding to put more hours in. ","Not at all important","Neutral","Neutral","Not at all important","really not sure unfortunately ","Man","","o.	Australia and New Zealand"
"113","Malaysia","my full-time job","","","learn something new","","","","","","","","","Monthly","Less important","Important","Less important","Less important","Important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Very important","Important","","","","","","","","","","","","","","","","Not at all important","Not at all challenging","Less helpful","Not at all important","","Man","","h.	South-eastern Asia"
"114","Romania","","my hobby","volunteer in the community for free","","","","meet new people","","Other - Write In","","I get so much from the community that I feel where I can I need to give back when I can.","","Monthly","Important","Important","Neutral","Neutral","Neutral","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Neutral","Very important","Very important","Less important","","","","","","","","","","","","","","Some project have specific coding standards which don't align with my own all the time which makes it a bit more difficult. In this case usually I only contribute if I have enough time to research their expectations and make sure I meet them. Most of my contributions are part of issues I've had myself, but sometimes my use case was too specific (eg: I had a bug for Percona, but that bug was introduced to fix a bug for Postgress, hence before creating the pull request I had to also test my code with postgress and with other variations of MySQL like MariaDB, on top of my use of Percona).","No, but I do not do this as a full time job, I just try to commit meaningful changes that helped me in my own projects.","Not at all important","Neutral","Less helpful","Not at all important","There is an awful stigma with women in coding. I myself had an employee which thought I was favouring a women's work more just because of her looks, where in fact the quality of her code was what made me appreciate her. However, I think slowly, but steadily women's participation in coding and open source project in GitHub is growing. Perhaps friendly hackathons between man and women would serve well to encourage more women to participate, while eliminating the beliefs some man have.","Man","","k.	Eastern Europe"
"115","Brazil","my full-time job","","","","","","","","","","","","Monthly","Neutral","Very important","Less important","Neutral","Neutral","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Neutral","Important","Very important","Neutral","","","","","","","","","","","","","","No. Perhaps lack of knowledge of a specific technical concept to contribute more, but I have always been concerned with studying the formats to contribute more.","No.","Neutral","Very challenging","Very helpful","Neutral","Courses and workshops with information on how GitHub works and how to collaborate. Sometimes women do not participate because they do not know how the platform works.","Woman","","c.	Latin America and the Caribbean"
"116","Czech Republic","","my hobby","volunteer in the community for free","","","","","","","","","","Monthly","Not at all important","Not at all important","Very important","Not at all important","Not at all important","Not at all important","","","","","","","","","","","","","Very important","","","","","","","","","","","","","","","","","","","","Important","Neutral","Neutral","Neutral","Neutral","Neutral","","","","","","","","","","","","","","","","Important","Challenging","Less helpful","Not at all important","I really don't know.","Man","","k.	Eastern Europe"
"117","Greece","my full-time job","","","","","","","","","","","","Monthly","Important","Important","Neutral","Important","Important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Important","Important","Important","Neutral","","","","","","","","","","","","","","","","Neutral","Neutral","Neutral","Important","","Woman","","n.	Western Europe"
"118","Anonymous Proxy","","my hobby","","learn something new","","help get a job","","","","","","","Weekly","Important","Important","Less important","Very important","Very important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Neutral","Very important","Important","Important","Neutral","","","","","","","","","","","","","","In general, projects with a very high number (tens of hundreds) of frequent contributors would make unable to figure out where to start or who to ask on what should be worked on.","In general, having no frequent experienced contributors would make me stop contributing because reviews from experienced developers is one of my main motives to contribute.","Not at all important","Not at all challenging","Neutral","Not at all important","The same thing that would encourage men should encourage women. I find that the open source community doesn't distinguish between genders and races.","Man","","j.	Western Asia"
"119","Belarus","my full-time job","","","","","","","","","","","","Monthly","Important","Very important","Neutral","Very important","Very important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Important","Important","Important","Neutral","","","","","","","","","","","","","","","","Neutral","Neutral","Helpful","Neutral","","Man","","k.	Eastern Europe"
"120","India","","","volunteer in the community for free","learn something new","","help get a job","meet new people","","","","","","Monthly","Important","Important","Less important","Very important","Neutral","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Important","Very important","Important","Important","Neutral","","","","","","","","","","","","","","","Yes when the work is no more relevant to me.","Important","Challenging","Neutral","Not at all important","More samples of work from women contributors","Man","","i.	Southern Asia"
"121","Vietnam","my full-time job","my hobby","volunteer in the community for free","","","","","","","","","","Daily","Important","Very important","Very important","Neutral","Less important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Important","Important","Very important","Important","Neutral","","","","","","","","","","","","","","None","Yes. Some projects are not interested as they were at the beginning.","Very important","Neutral","Neutral","Neutral","It's their choice to work in tech industry.","Man","","h.	South-eastern Asia"
"122","Brazil","my full-time job","","","","","","","","","","","","Monthly","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Neutral","Very important","Neutral","Very important","Important","Neutral","","","","","","","","","","","","","","","","Neutral","Less challenging","Helpful","Neutral","","Man","","c.	Latin America and the Caribbean"
"123","Netherlands","my full-time job","my hobby","volunteer in the community for free","learn something new","","help get a job","","","","","","","Monthly","Very important","Very important","Very important","Very important","Very important","Not at all important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Very important","Very important","Very important","Very important","Not at all important","","","","","","","","","","","","","","","","Not at all important","Not at all challenging","Very helpful","Not at all important","","Prefer not to disclose","","Prefer not to disclose"
"124","Egypt","","my hobby","volunteer in the community for free","learn something new","","","meet new people","","","","","","Monthly","Very important","Neutral","Less important","Very important","Very important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Very important","Very important","Very important","Neutral","","","","","","","","","","","","","","being busy with my full-time job","No. Just being busy","Important","Neutral","Neutral","Less important","Challenges I think.","Man","","a.	Northern Africa"
"125","United States","my full-time job","","volunteer in the community for free","learn something new","","","","","","","","","Monthly","Important","Important","Less important","Neutral","Important","Not at all important","","","","","","","","","","","","","","","","","","","","","","Very important","","","","","","","","","","","Important","Less important","Less important","Important","Very important","Less important","","","","","","","Very important","","","","","","","","","Not at all important","Less challenging","Helpful","Not at all important","I don't feel there are barriers for me on Github. I think it has to be something the person likes and wants to do.","Woman","","d.	Northern America"
"126","Egypt","","my hobby","","learn something new","","help get a job","meet new people","","","","","","Weekly","Important","Important","Neutral","Important","Important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Important","Important","Important","Very important","Neutral","","","","","","","","","","","","","","I didn't see a contribution from other project members during 3 - 4 weeks.","It was a learning project we build with a remote team. The other team members were not very engaged. I switched to other projects.","Not at all important","Not at all challenging","Helpful","Not at all important","In my opinion it depends on a number of women with a developer role. More women developers more contributions to GitHub.","Woman","","a.	Northern Africa"
"127","Germany","","my hobby","","learn something new","","","","","","","","","Daily","Very important","Very important","Less important","Very important","Very important","Less important","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important","Very important","Very important","Very important","Very important","","","","","","","","","","","","","","","Big projects have many contributors and it would be hard for a new joiner to start contributing.","","Less important","Less challenging","Very helpful","Less important","I think they can equally contribute to open-source projects that has a warm welcome for new joiners.","Man","","f.	Central Asia"
"128","France","my full-time job","","","","","","","","","","","","Daily","Important","Important","Neutral","Important","Important","Neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Important","Important","Neutral","Neutral","Neutral","Important","","","","","","","","","","","","","","","","Not at all important","Less challenging","Not at all helpful","Neutral","welcoming environment not especially differently treated just because they are women (in the wrong way obviously, but in the good way also can be uncomfortable) ","Woman","","n.	Western Europe"
